32,Eric,Hinske,BOS,3,9,7,144,9,8,5,3,9,1,4
33,Kevin,Youkilis,BOS,3,0,8,148,7,10,9,3,10,1,5
34,Dustin,Pedroia,BOS,4,0,3,98,6,8,6,2,7,1,6
35,Mike,Lowell,BOS,5,0,9,165,6,12,13,3,13,2,1
36,Alex,Cora,BOS,6,0,5,96,12,11,11,2,9,2,2
37,Julio,Lugo,BOS,6,0,8,138,11,13,11,2,8,2,3
38,Willy Mo,Pena,BOS,9,8,8,141,9,8,7,2,9,2,4
39,J.D.,Drew,BOS,9,0,9,165,10,11,11,3,12,2,5
40,Coco,Crisp,BOS,8,0,7,124,13,8,10,2,13,2,6
41,Manny,Ramirez,BOS,7,0,11,229,6,13,6,4,12,3,1
42,Paul,Bako,BAL,2,0,3,79,8,8,6,1,11,1,1
43,Ramon,Hernandez,BAL,2,0,8,175,6,10,11,3,9,1,2
44,Great,Johnson,BAL,3,0,8,158,5,11,7,3,12,1,3
45,Brian,Roberts,BAL,4,0,9,145,12,7,11,2,11,1,4
46,Melvin,Mora,BAL,5,0,8,137,10,8,10,2,9,1,5
47,Chris,Gomez,BAL,6,4,7,112,8,8,10,2,8,1,6
48,Miguel,Tejada,BAL,6,0,12,177,7,11,12,3,10,2,1
49,Jay,Gibbons,BAL,9,0,8,145,6,10,10,3,10,2,2
50,Aubrey,Huff,BAL,3,5,8,169,10,6,9,3,10,2,3
51,Corey,Patterson,BAL,8,0,8,142,13,11,13,3,11,2,4
52,Nick,Markakis,BAL,7,9,8,160,7,10,10,3,10,2,5
53,Freddie,Bynum,BAL,7,4,5,111,12,8,5,2,5,2,6
54,Jay,Payton,BAL,7,8,10,143,9,10,10,2,9,3,1
55,Alberto,Castillo,BAL,2,0,5,76,7,7,7,2,10,3,2
56,Adam,Stern,BAL,8,0,4,54,8,6,6,2,8,3,3
57,Josh,Paul,TB,2,0,6,103,6,8,9,2,12,1,1
58,Dioner,Navarro,TB,2,0,6,115,6,8,8,2,9,1,2
59,Carlos,Pena,TB,3,0,5,100,6,8,10,2,9,1,3
60,Brendan,Harris,TB,4,6,5,99,4,10,9,2,6,1,4
61,B.J.,Upton,TB,5,4,5,94,12,13,11,2,8,1,5
62,Akinori,Iwamura,TB,5,0,10,151,11,10,8,3,8,1,6
63,Ty,Wiggington,TB,5,4,8,177,7,8,9,3,8,2,1
64,Ben,Zobrist,TB,6,0,5,97,8,12,8,2,8,2,2
65,Delmon,Young,TB,9,0,6,113,11,11,4,2,9,2,3
66,Carl,Crawford,TB,8,7,10,150,14,12,13,2,10,2,4
67,Elijah,Dukes,TB,8,0,5,101,9,11,10,1,11,2,5
68,Rocco,Baldelli,TB,8,0,9,157,12,12,8,3,8,2,6
69,Jonny,Gomes,TB,7,9,4,152,11,4,4,4,9,3,1
70,Shawn,Riggans,TB,2,0,2,76,4,8,9,2,9,3,2
71,Jorge,Cantu,TB,4,0,7,138,9,8,8,3,8,3,3
72,Greg,Norton,TB,9,3,8,161,8,4,4,3,9,3,4
73,Joe,Mauer,MIN,2,0,14,170,10,11,12,2,13,1,1
74,Mike,Redmond,MIN,2,0,8,116,5,8,10,2,12,1,2
75,Chris,Heintz,MIN,2,0,4,86,5,6,6,1,10,1,3
76,Justin,Morneau,MIN,3,0,11,199,6,12,9,3,12,1,4
77,Luis,Castillo,MIN,4,0,10,108,13,12,12,2,12,1,5
78,Nick,Punto,MIN,5,0,9,116,12,12,11,2,9,1,6
79,Jeff,Cirillo,MIN,5,4,8,123,9,8,9,2,9,2,1
80,Jason,Bartlett,MIN,6,0,9,122,9,13,12,2,10,2,2
81,Great,Young,MIN,6,5,5,102,8,4,8,2,7,2,3
82,Jason,Kubel,MIN,9,7,5,117,6,4,4,2,8,2,4
83,Michael,Cuddyer,MIN,9,0,9,176,12,11,6,3,11,2,5
84,Torii,Hunter,MIN,8,0,8,177,9,14,14,3,11,2,6
85,Rodell,White,MIN,7,0,6,117,9,4,12,2,10,3,1
86,Jason,Tyner,MIN,7,8,8,102,12,10,8,1,9,3,2
87,Garrett,Jones,MIN,3,0,6,97,4,6,5,2,6,3,3
88,Alexi,Castilla,MIN,4,0,4,96,6,8,6,1,8,3,4
89,Alejandro,Machado,MIN,6,0,5,79,5,11,6,2,8,3,5
90,Lew,Ford,MIN,7,9,5,101,11,12,9,2,7,3,6
91,Mike,Rabelo,DET,2,0,4,99,4,4,4,2,7,1,1
92,Ivan,Rodriguez,DET,2,0,10,150,8,14,14,2,10,1,2
93,Sean,Casey,DET,3,0,8,135,6,12,11,2,14,1,3
94,Placido,Polanco,DET,4,0,9,124,7,8,12,2,12,1,4
95,Brandon,Inge,DET,5,0,7,164,12,11,9,3,11,1,5
96,Carlos,Guillen,DET,6,0,11,180,12,12,11,3,9,1,6
97,Omar,Infante,DET,6,4,7,114,11,12,11,2,8,2,1
98,Neifi,Perez,DET,6,4,6,98,11,12,11,2,9,2,2
99,Marcus,Thames,DET,9,7,7,177,6,8,9,4,9,2,3
100,Craig,Monroe,DET,9,7,7,175,7,10,7,4,6,2,4
101,Gary,Sheffield,DET,9,0,6,118,8,8,10,2,8,2,5
102,Magglio,Ordonez,DET,9,0,10,172,6,11,7,3,11,2,6
103,Curtis,Granderson,DET,8,0,8,149,12,8,12,3,13,3,1
104,Vance,Wilson,DET,2,0,6,118,6,8,10,2,12,3,2
105,Tony,Giarrantano,DET,6,0,4,75,8,8,6,2,8,3,3
106,A.J.,Pierzynski,CHW,2,0,9,161,6,10,9,2,13,1,1
107,Gustavo,Molina,CHW,2,0,5,75,4,6,6,1,7,1,2
108,Paul,Konerko,CHW,3,0,11,206,5,11,11,3,13,1,3
109,Jim,Thome,CHW,3,0,9,223,5,4,12,4,10,1,4
110,Tadahito,Iguchi,CHW,4,0,9,150,10,8,11,3,11,1,5
111,Joe,Crede,CHW,5,0,9,196,7,11,13,3,12,1,6
112,Pablo,Ozuna,CHW,5,7,8,112,12,10,8,2,7,2,1
113,Alex,Cintron,CHW,6,4,7,118,11,8,10,2,8,2,2
114,Juan,Uribe,CHW,6,0,6,152,12,12,11,3,11,2,3
115,Brian,Anderson,CHW,7,8,5,118,9,11,11,2,12,2,4
116,Rob,Mackowiak,CHW,9,8,8,118,8,6,8,2,8,2,5
117,Jermaine,Dye,CHW,9,0,11,227,7,10,11,4,12,2,6
118,Darin,Erstad,CHW,8,0,4,97,10,14,13,2,10,3,1
119,Scott,Posednik,CHW,7,0,8,112,12,10,11,2,10,3,2
120,Toby,Hall,CHW,2,0,6,125,5,8,8,2,11,3,3
121,Andy,Gonzalez,CHW,4,0,5,89,6,6,7,1,5,3,4
122,Josh,Fields,CHW,5,0,5,98,4,10,4,2,9,3,5
123,Ryan,Sweeney,CHW,9,8,4,91,8,6,4,1,9,3,6
124,Jerry,Owens,CHW,7,8,5,96,8,4,4,2,9,4,1
125,Kelly,Shoppach,CLE,2,0,5,106,5,10,9,2,10,1,1
126,Victor,Martinez,CLE,2,0,11,170,5,6,9,2,11,1,2
127,Casey,Blake,CLE,3,9,8,164,9,8,10,3,10,1,3
128,Ryan,Garko,CLE,3,0,7,129,4,8,4,2,8,1,4
129,Mike,Rouse,CLE,4,0,5,98,7,8,6,2,8,1,5
130,Josh,Barfield,CLE,4,0,9,147,11,9,7,2,11,1,6
131,Andy,Marte,CLE,5,0,5,112,5,10,8,2,10,2,1
132,Jhonny,Peralta,CLE,6,0,7,136,11,10,10,2,11,2,2
133,Trot,Nixon,CLE,9,0,8,136,7,11,11,2,14,2,3
134,David,Dellucci,CLE,9,7,8,149,12,8,7,3,10,2,4
135,Grady,Sizemore,CLE,8,0,9,181,12,11,11,3,12,2,5
136,Jason,Michaels,CLE,7,0,8,136,9,13,11,2,11,2,6
137,Travis,Hafner,CLE,3,0,10,240,6,4,4,4,10,3,1
138,Joe,Inglett,CLE,4,0,7,105,10,8,7,2,8,3,2
139,Ben,Francisco,CLE,9,0,5,104,6,6,6,2,6,3,3
140,Shin-Soo,Choo,CLE,9,7,6,114,11,7,8,2,5,3,4
141,Franklin,Gutierrez,CLE,8,9,6,102,8,6,6,2,8,3,5
142,Jason,LaRue,KC,2,0,3,110,5,11,9,2,12,1,1
143,John,Buck,KC,2,0,6,131,6,10,6,3,11,1,2
144,Mike,Sweeney,KC,3,0,6,166,5,11,11,3,11,1,3
145,Ross,Gload,KC,9,3,7,115,9,10,11,2,9,1,4
146,Ryan,Shealy,KC,3,0,6,123,6,11,4,2,11,1,5
147,Mark,Grudzielanek,KC,4,0,10,139,12,12,14,2,10,1,6
148,Esteban,German,KC,4,5,9,126,12,8,10,2,7,2,1
149,Alex,Gordon,KC,5,0,5,139,5,5,6,2,5,2,2
150,Tony,Pena,KC,6,0,4,97,8,7,9,2,8,2,3
151,Reggie,Sanders,KC,9,0,6,132,8,11,11,3,11,2,4
152,Emil,Brown,KC,9,7,9,157,10,10,13,3,11,2,5
153,Mark,Teahen,KC,9,5,9,166,11,8,8,3,11,2,6
154,David,DeJesus,KC,8,7,10,145,13,11,12,2,11,3,1
155,Angel,Sanchez,KC,6,4,4,89,3,8,8,1,8,3,2
156,Angel,Berroa,KC,6,0,6,111,10,4,9,2,10,3,3
157,Shane,Costa,KC,9,8,7,116,7,5,4,2,8,3,4
158,Joey,Gathwright,KC,8,0,6,77,12,8,8,2,11,3,5
159,Jason,Kendall,OAK,2,0,10,117,7,11,9,2,13,1,1
160,Adam,Melhuse,OAK,2,0,4,107,8,8,14,2,9,1,2
161,Mike,Piazza,OAK,2,0,8,174,4,6,9,3,9,1,3
162,Dan,Johnson,OAK,3,0,5,123,5,11,8,2,12,1,4
163,Marco,Scutaro,OAK,4,6,7,124,10,8,11,2,8,1,5
164,Todd,Walker,OAK,4,3,8,141,7,8,11,2,8,1,6
165,Mark,Ellis,OAK,4,0,7,135,11,7,11,3,12,2,1
166,Eric,Chavez,OAK,5,0,6,157,10,14,14,3,13,2,2
167,Bobby,Crosby,OAK,6,0,5,114,10,10,12,2,10,2,3
168,Milton,Bradley,OAK,9,8,8,149,8,8,11,3,11,2,4
169,Nick,Swisher,OAK,8,3,7,183,8,12,11,4,10,2,5
170,Bobby,Kielty,OAK,7,9,7,130,9,10,9,2,10,2,6
171,Shannon,Stewart,OAK,7,0,7,106,11,8,7,2,9,3,1
172,Donnie,Murphy,OAK,4,0,5,101,8,8,9,2,4,3,2
173,Mark,Kotsay,OAK,8,0,8,135,8,13,11,2,6,3,3
174,Travis,Buck,OAK,7,0,5,111,5,5,8,2,7,3,4
175,Jose,Molina,LAA,2,0,5,111,6,12,10,2,9,1,1
176,Mike,Napoli,LAA,2,0,5,145,10,10,10,3,10,1,2
177,Casey,Kotchman,LAA,3,0,2,108,6,8,8,2,11,1,3
178,Shea,Hillenbrand,LAA,3,0,8,164,9,10,7,3,8,1,4
179,Howie,Kendrick,LAA,4,3,7,119,9,10,6,2,10,1,5
180,Robb,Quinlan,LAA,5,3,8,133,9,8,10,2,9,1,6
181,Chone,Figgins,LAA,5,8,8,121,13,10,10,2,8,2,1
182,Erick,Aybar,LAA,6,0,5,78,11,12,8,2,4,2,2
183,Macier,Izturis,LAA,6,5,8,131,12,6,10,2,8,2,3
184,Orlando,Cabrera,LAA,6,0,9,138,10,14,12,2,11,2,4
185,Vladimir,Guerrero,LAA,9,0,12,196,9,14,11,3,9,2,5
186,Gary,Matthews Jr.,LAA,8,0,11,165,11,12,13,3,9,2,6
187,Garret,Anderson,LAA,8,7,8,154,7,8,8,3,13,3,1
188,Reggie,Willits,LAA,8,0,5,75,9,8,6,1,6,3,2
189,Kendry,Morales,LAA,3,0,5,111,9,8,4,2,10,3,3
190,Dallas,MacPherson,LAA,5,0,5,116,9,10,7,2,9,3,4
191,Matthew,Brown,LAA,5,0,5,113,5,5,6,2,5,3,5
192,Tommy,Murphy,LAA,8,9,5,98,11,8,7,2,9,3,6
193,Juan,Rivera,LAA,9,7,10,191,7,11,11,3,7,4,1
194,Gerald,Laird,TEX,2,0,7,124,8,11,9,2,9,1,1
195,Chris,Stewart,TEX,2,0,4,84,5,6,6,1,9,1,2
196,Mark,Teixiera,TEX,3,0,9,182,9,14,12,3,14,1,3
197,Matt,Kata,TEX,4,0,4,72,12,10,12,2,8,1,4
198,Ian,Kinsler,TEX,4,0,9,154,9,8,6,3,8,1,5
199,Hank,Blalock,TEX,5,0,8,139,6,8,11,2,11,1,6
200,Michael,Young,TEX,6,0,11,155,12,8,11,2,12,2,1
201,Nelson,Cruz,TEX,9,0,4,126,6,8,6,2,6,2,2
202,Sammy,Sosa,TEX,9,0,6,176,6,8,8,4,12,2,3
203,Kenny,Lofton,TEX,8,0,10,125,13,6,8,2,10,2,4
204,Jerry,Hairston,TEX,7,4,3,81,10,8,9,2,9,2,5
205,Frank,Catalanotto,TEX,7,0,10,144,9,12,14,2,7,2,6
206,Brad,Wilkerson,TEX,7,0,5,135,12,11,6,3,10,3,1
207,Joaquin,Arias,TEX,6,5,5,99,8,10,8,2,8,3,2
208,Victor,Diaz,TEX,9,7,8,91,11,11,7,2,1,3,3
209,Kenji,Johjima,SEA,2,0,9,165,7,11,8,3,12,1,1
210,Jamie,Burke,SEA,2,0,6,94,8,6,9,1,7,1,2
211,Ben,Broussard,SEA,3,0,9,170,8,12,7,3,9,1,3
212,Richie,Sexson,SEA,3,0,8,182,6,10,10,4,14,1,4
213,Jose,Lopez,SEA,4,0,9,126,12,8,9,2,9,1,5
214,Adrian,Beltre,SEA,5,0,8,164,8,8,11,3,12,1,6
215,Willie,Bloomquist,SEA,5,8,6,97,12,12,8,2,9,2,1
216,Yuniesky,Betancourt,SEA,6,0,9,135,12,12,8,2,10,2,2
217,Jose,Guillen,SEA,9,0,4,119,10,12,11,3,11,2,3
218,Jason,Ellison,SEA,8,7,4,102,11,8,8,2,8,2,4
219,Ichiro,Suzuki,SEA,8,9,11,132,13,14,14,2,11,2,5
220,Raul,Ibanez,SEA,7,0,9,181,9,12,11,3,13,2,6
221,Jose,Vidro,SEA,4,0,9,139,6,13,11,2,11,3,1
222,Paul,Lo Duca,NYM,2,0,11,145,7,10,9,2,10,1,1
223,Ramon,Castro,NYM,2,0,5,109,6,8,9,2,11,1,2
224,Julio,Franco,NYM,3,0,6,109,7,8,8,2,9,1,3
225,Carlos,Delgado,NYM,3,0,8,201,6,10,7,4,12,1,4
226,Jose,Valentin,NYM,4,0,8,161,9,14,11,3,9,1,5
227,Damion,Easley,NYM,4,6,5,118,9,8,9,2,8,1,6
228,David,Wright,NYM,5,0,11,187,9,10,11,3,11,2,1
229,Jose,Reyes,NYM,6,0,10,157,14,10,11,3,10,2,2
230,Endy,Chavez,NYM,9,7,9,118,12,10,11,2,11,2,3
231,David,Newhan,NYM,9,8,5,104,8,6,10,2,8,2,4
232,Shawn,Green,NYM,9,0,8,149,8,8,12,3,11,2,5
233,Carlos,Beltran,NYM,8,0,8,216,12,14,13,4,12,2,6
234,Moises,Alou,NYM,7,9,9,177,6,8,7,3,10,3,1
235,Lastings,Milledge,NYM,8,7,5,105,12,10,6,2,9,3,2
236,Carlos,Gomez,NYM,8,0,5,93,6,8,6,1,5,3,3
237,Ben,Johnson,NYM,7,8,5,106,9,8,5,2,9,3,4
238,Rod,Barajas,PHI,2,0,7,135,7,10,9,2,9,1,1
239,Carlos,Ruiz,PHI,2,0,5,104,11,7,9,2,7,1,2
240,Ryan,Howard,PHI,3,0,11,241,5,12,8,4,11,1,3
241,Chase,Utley,PHI,4,0,10,183,12,10,8,3,9,1,4
242,Greg,Dobbs,PHI,5,3,5,100,8,9,10,2,9,1,5
243,Great,Wood,PHI,5,0,4,87,9,14,11,2,9,1,6
244,Wes,Helms,PHI,5,3,9,152,12,10,9,2,10,2,1
245,Jimmy,Rollins,PHI,6,0,8,161,12,11,12,3,12,2,2
246,Jayson,Werth,PHI,9,0,6,111,11,9,10,2,8,2,3
247,Michael,Bourn,PHI,9,0,4,10,8,5,4,1,10,2,4
248,Shane,Victorino,PHI,8,9,9,131,12,8,11,2,11,2,5
249,Aaron,Rowand,PHI,8,0,7,140,12,10,11,3,8,2,6
250,Pat,Burrell,PHI,7,0,7,186,6,13,3,4,12,3,1
251,Ryan,Budde,PHI,2,0,7,75,4,6,6,1,7,3,2
252,Chris,Coste,PHI,2,0,8,130,5,6,9,2,10,3,3
253,Brayan,Pena,ATL,2,0,5,99,5,6,9,2,9,1,1
254,Brian,McCann,ATL,2,0,12,205,5,8,9,3,10,1,2
255,Craig,Wilson,ATL,3,0,6,144,7,11,9,3,11,1,3
256,Scott,Thorman,ATL,3,7,5,112,8,6,4,2,10,1,4
257,Pete,Orr,ATL,4,5,5,97,12,8,8,2,9,1,5
258,Kelly,Johnson,ATL,4,0,6,113,10,14,5,2,12,1,6
259,Chipper,Jones,ATL,5,0,11,209,9,12,12,3,10,2,1
260,Edgar,Renteria,ATL,6,0,9,153,10,11,12,2,11,2,2
261,Chris,Woodward,ATL,6,4,7,100,7,8,10,2,9,2,3
262,Jeff,Francoeur,ATL,9,0,7,156,11,13,10,3,9,2,4
263,Ryan,Langerhans,ATL,9,7,6,118,12,8,14,2,11,2,5
264,Andruw,Jones,ATL,8,0,8,199,9,14,14,4,12,2,6
265,Matt,Diaz,ATL,7,0,9,137,12,8,13,2,10,3,1
266,Martin,Prado,ATL,4,5,5,98,11,8,6,2,6,3,2
267,Willy,Aybar,ATL,5,0,7,119,6,6,5,2,9,3,3
268,Miguel,Olivo,FLA,2,0,7,145,8,10,9,3,10,1,1
269,Matt,Treanor,FLA,2,0,5,100,9,12,9,2,11,1,2
270,Mike,Jacobs,FLA,3,0,8,170,5,11,4,3,12,1,3
271,Jason,Wood,FLA,3,0,5,98,8,6,5,2,10,1,4
272,Dan,Uggla,FLA,4,0,9,160,12,8,9,3,9,1,5
273,Aaron,Boone,FLA,5,0,6,123,10,6,9,2,9,1,6
274,Miguel,Cabrera,FLA,5,0,13,196,7,8,11,3,11,2,1
275,Hanley,Ramirez,FLA,6,0,9,154,12,7,10,3,9,2,2
276,Alfredo,Amezaga,FLA,6,8,7,99,12,10,9,2,8,2,3
277,Cody,Ross,FLA,9,7,5,130,11,8,5,3,9,2,4
278,Jeremy,Hermida,FLA,7,9,6,115,9,6,9,2,8,2,5
279,Joe,Borchard,FLA,8,9,5,121,9,12,8,2,9,2,6
280,Josh,Williamson,FLA,7,0,8,172,7,10,6,3,9,3,1
281,Eric,Reed,FLA,8,0,4,23,8,7,6,1,10,3,2
282,Reggie,Abercrombie,FLA,8,0,4,99,11,10,11,2,8,3,3
283,Alejandro,De Aza,FLA,8,0,6,92,6,5,6,1,5,3,4
284,Jesus,Florea,WAS,2,0,5,114,5,6,6,1,7,1,1
285,Robert,Fick,WAS,2,0,5,105,9,6,6,2,10,1,2
286,Brian,Schnieder,WAS,2,0,7,118,9,10,11,2,11,1,3
287,Dmitri,Young,WAS,3,0,5,117,8,9,8,2,1,1,4
288,Ronnie,Belliard,WAS,4,0,8,141,9,8,9,2,9,1,5
289,Ryan,Zimmerman,WAS,5,0,9,165,9,12,11,3,12,1,6
290,Felipe,Lopez,WAS,6,4,8,129,10,8,10,2,7,2,1
291,Josh,Wilson,WAS,6,0,5,65,4,8,6,2,9,2,2
292,Cristian,Guzman,WAS,6,0,4,91,12,5,11,2,12,2,3
293,Ryan,Church,WAS,9,8,6,134,9,5,9,2,9,2,4
294,Austin,Kearns,WAS,8,9,8,165,9,11,11,3,10,2,5
295,Nook,Logan,WAS,8,0,6,97,12,8,8,2,8,2,6
296,Chris,Snelling,WAS,7,9,5,108,12,6,9,2,9,3,1
297,Nick,Johnson,WAS,3,0,9,182,9,12,10,3,9,3,2
298,Kory,Castro,WAS,5,0,5,107,5,5,6,2,5,3,3
299,Alex,Escobar,WAS,8,0,7,115,12,8,10,2,9,3,4
300,Gary,Bennett,STL,2,0,4,105,7,7,9,2,10,1,1
301,Yadier,Molina,STL,2,0,4,111,5,14,9,2,7,1,2
302,Albert,Pujols,STL,3,0,12,245,9,11,12,4,13,1,3
303,Adam,Kennedy,STL,4,0,8,128,11,8,11,2,11,1,4
304,Aaron,Miles,STL,4,6,8,104,12,8,11,2,8,1,5
305,Scott,Rolen,STL,5,0,10,182,9,14,14,3,12,1,6
306,David,Eckstein,STL,6,0,9,116,11,11,12,2,13,2,1
307,Preston,Wilson,STL,9,7,8,150,9,8,8,3,8,2,2
308,Jim,Edmonds,STL,8,0,7,158,9,13,12,3,10,2,3
309,So,Taguchi,STL,7,8,7,108,9,10,11,2,7,2,4
310,Chris,Duncan,STL,7,9,8,172,10,8,5,3,8,2,5
311,Scott,Spiezio,STL,7,5,7,144,8,8,11,3,9,2,6
312,Juan,Encarnacion,STL,9,0,8,153,9,10,11,3,7,3,1
313,Brendan,Ryan,STL,6,0,4,74,7,6,6,1,6,3,2
314,Skip,Schumaker,STL,7,8,4,87,5,5,4,2,9,3,3
315,Humberto,Quintero,HOU,2,0,5,98,6,7,11,2,9,1,1
316,Brad,Ausmus,HOU,2,0,5,100,9,12,14,2,11,1,2
317,Lance,Berkman,HOU,3,0,11,231,5,11,9,4,10,1,3
318,Mike,Lamb,HOU,3,5,9,155,10,10,7,2,9,1,4
319,Mark,Loretta,HOU,4,0,9,130,6,8,11,2,12,1,5
320,Craig,Biggio,HOU,4,0,7,146,10,7,8,3,12,1,6
321,Morgan,Ensberg,HOU,5,0,6,166,7,13,11,4,11,2,1
322,Adam,Everett,HOU,6,0,6,113,11,12,12,2,13,2,2
323,Jason,Lane,HOU,9,0,3,131,9,6,6,3,10,2,3
324,Luke,Scott,HOU,9,7,8,147,12,8,4,2,10,2,4
325,Chris,Burke,HOU,8,4,8,133,10,8,10,2,7,2,5
326,Orlando,Palmeiro,HOU,7,9,5,97,11,7,10,2,9,2,6
327,Carlos,Lee,HOU,7,0,10,197,6,10,6,3,10,3,1
328,Hector,Giminez,HOU,2,0,4,95,4,4,4,1,7,3,2
329,Javier,Valentin,CIN,2,0,6,124,9,8,7,2,7,1,1
330,Chad,Moeller,CIN,2,0,3,97,7,7,11,2,10,1,2
331,David,Ross,CIN,2,0,6,161,8,11,9,3,9,1,3
332,Scott,Hatteberg,CIN,3,0,9,153,6,11,7,3,13,1,4
333,Jeff,Conine,CIN,3,7,8,137,11,10,7,2,11,1,5
334,Brandon,Phillips,CIN,4,0,8,150,7,10,10,3,5,1,6
335,Edwin,Encarnacion,CIN,5,0,8,160,9,12,9,3,9,2,1
336,Great,Kennedy,CIN,6,0,7,133,9,11,13,2,12,2,2
337,Juan,Castro,CIN,6,0,6,110,8,12,12,2,9,2,3
338,Josh,Hamilton,CIN,8,0,5,76,7,9,8,2,4,2,4
339,Ken,Griffey Jr.,CIN,8,9,7,173,5,11,11,4,8,2,5
340,Ryan,Freel,CIN,7,8,8,129,12,14,9,2,9,2,6
341,Adam,Dunn,CIN,7,0,6,185,6,14,6,4,5,3,1
342,Jeff,Keppinger,CIN,4,5,5,103,8,5,6,2,9,3,2
343,Jerry,Gil,CIN,6,0,5,115,7,6,6,2,9,3,3
344,Chris,Denorfia,CIN,9,8,6,103,8,7,4,2,9,3,4
345,Norris,Hopper,CIN,9,0,5,101,11,6,4,2,9,3,5
346,Johnny,Estrada,MIL,2,0,9,153,5,10,9,2,13,1,1
347,Great,Williams,MIL,2,0,6,126,6,10,11,2,14,1,2
348,Prince,Fielder,MIL,3,0,8,177,5,12,9,3,11,1,3
349,Tony,Graffanino,MIL,4,5,8,136,12,10,11,2,8,1,4
350,Richie,Weeks,MIL,4,0,8,128,12,10,7,2,2,1,5
351,Craig,Counsell,MIL,5,0,7,112,11,12,11,2,9,1,6
352,J.J.,Hardy,MIL,6,0,5,109,9,12,11,2,9,2,1
353,Corey,Hart,MIL,9,7,7,131,9,8,8,2,7,2,2
354,Tony,Gwynn,MIL,8,0,5,96,11,7,6,2,9,2,3
355,Bill,Hall,MIL,8,6,8,197,12,12,12,4,8,2,4
356,Gabe,Gross,MIL,8,7,7,134,9,10,7,2,9,2,5
357,Kevin,Mench,MIL,7,9,8,146,7,8,9,3,11,2,6
358,Geoff,Jenkins,MIL,7,9,8,157,6,10,7,3,11,3,1
359,Corey,Koskie,MIL,5,0,6,140,6,8,11,3,11,3,2
360,Laynce,Nix,MIL,8,0,2,85,11,8,11,2,9,3,3
361,Ronny,Paulino,PIT,2,0,10,135,5,12,9,2,10,1,1
362,Ryan,Doumit,PIT,2,3,3,110,7,7,4,2,9,1,2
363,Humberto,Cota,PIT,2,0,3,65,6,8,6,1,11,1,3
364,Adam,LaRoche,PIT,3,0,9,202,6,10,8,4,13,1,4
365,Xavier,Nady,PIT,3,9,8,160,8,8,6,3,11,1,5
366,Freddy,Sanchez,PIT,4,5,13,160,10,7,12,2,10,1,6
367,Jose,Castillo,PIT,4,0,7,133,10,14,8,3,8,2,1
368,Jose,Bautista,PIT,5,8,6,145,9,11,8,3,9,2,2
369,Don,Kelly,PIT,6,0,5,58,7,6,6,1,6,2,3
370,Jack,Wilson,PIT,6,0,8,126,11,12,13,2,10,2,4
371,Nate,McLouth,PIT,8,9,5,117,11,7,7,2,9,2,5
372,Chris,Duffy,PIT,8,0,6,101,12,8,8,2,9,2,6
373,Jason,Bay,PIT,7,0,9,189,12,11,14,3,12,3,1
374,Brad,Eldred,PIT,3,0,5,115,6,9,5,3,6,3,2
375,Rajai,Davis,PIT,8,9,4,82,5,5,6,2,5,3,3
376,Henry,Blanco,CHC,2,0,6,120,6,11,8,2,11,1,1
